model,model_tag,arch,window,temp,pair,generation,hamming
distilroberta-base,distilroberta-base,local,2,0.5,0,0,1.0
distilroberta-base,distilroberta-base,local,2,0.5,0,1,9.0
distilroberta-base,distilroberta-base,local,2,0.5,0,2,16.0
distilroberta-base,distilroberta-base,local,2,0.5,0,3,26.0
distilroberta-base,distilroberta-base,local,2,0.5,0,4,30.0
distilroberta-base,distilroberta-base,local,2,0.5,0,5,24.0
distilroberta-base,distilroberta-base,local,2,0.5,0,6,27.0
distilroberta-base,distilroberta-base,local,2,0.5,0,7,25.0
distilroberta-base,distilroberta-base,local,2,0.5,0,8,25.0
distilroberta-base,distilroberta-base,local,2,0.5,0,9,32.0
distilroberta-base,distilroberta-base,local,2,0.5,0,10,29.0
distilroberta-base,distilroberta-base,local,2,0.5,0,11,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,12,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,13,38.0
distilroberta-base,distilroberta-base,local,2,0.5,0,14,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,15,34.0
distilroberta-base,distilroberta-base,local,2,0.5,0,16,35.0
distilroberta-base,distilroberta-base,local,2,0.5,0,17,35.0
distilroberta-base,distilroberta-base,local,2,0.5,0,18,37.0
distilroberta-base,distilroberta-base,local,2,0.5,0,19,36.0
distilroberta-base,distilroberta-base,local,2,0.5,0,20,35.0
distilroberta-base,distilroberta-base,local,2,0.5,0,21,32.0
distilroberta-base,distilroberta-base,local,2,0.5,0,22,29.0
distilroberta-base,distilroberta-base,local,2,0.5,0,23,30.0
distilroberta-base,distilroberta-base,local,2,0.5,0,24,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,25,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,26,29.0
distilroberta-base,distilroberta-base,local,2,0.5,0,27,32.0
distilroberta-base,distilroberta-base,local,2,0.5,0,28,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,29,32.0
distilroberta-base,distilroberta-base,local,2,0.5,0,30,36.0
distilroberta-base,distilroberta-base,local,2,0.5,0,31,29.0
distilroberta-base,distilroberta-base,local,2,0.5,0,32,32.0
distilroberta-base,distilroberta-base,local,2,0.5,0,33,30.0
distilroberta-base,distilroberta-base,local,2,0.5,0,34,30.0
distilroberta-base,distilroberta-base,local,2,0.5,0,35,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,36,30.0
distilroberta-base,distilroberta-base,local,2,0.5,0,37,29.0
distilroberta-base,distilroberta-base,local,2,0.5,0,38,28.0
distilroberta-base,distilroberta-base,local,2,0.5,0,39,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,40,30.0
distilroberta-base,distilroberta-base,local,2,0.5,0,41,29.0
distilroberta-base,distilroberta-base,local,2,0.5,0,42,27.0
distilroberta-base,distilroberta-base,local,2,0.5,0,43,30.0
distilroberta-base,distilroberta-base,local,2,0.5,0,44,25.0
distilroberta-base,distilroberta-base,local,2,0.5,0,45,24.0
distilroberta-base,distilroberta-base,local,2,0.5,0,46,26.0
distilroberta-base,distilroberta-base,local,2,0.5,0,47,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,48,28.0
distilroberta-base,distilroberta-base,local,2,0.5,0,49,27.0
distilroberta-base,distilroberta-base,local,2,0.5,0,50,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,51,34.0
distilroberta-base,distilroberta-base,local,2,0.5,0,52,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,53,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,54,34.0
distilroberta-base,distilroberta-base,local,2,0.5,0,55,34.0
distilroberta-base,distilroberta-base,local,2,0.5,0,56,33.0
distilroberta-base,distilroberta-base,local,2,0.5,0,57,33.0
distilroberta-base,distilroberta-base,local,2,0.5,0,58,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,59,30.0
distilroberta-base,distilroberta-base,local,2,0.5,0,60,35.0
distilroberta-base,distilroberta-base,local,2,0.5,0,61,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,62,28.0
distilroberta-base,distilroberta-base,local,2,0.5,0,63,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,64,28.0
distilroberta-base,distilroberta-base,local,2,0.5,0,65,30.0
distilroberta-base,distilroberta-base,local,2,0.5,0,66,29.0
distilroberta-base,distilroberta-base,local,2,0.5,0,67,30.0
distilroberta-base,distilroberta-base,local,2,0.5,0,68,33.0
distilroberta-base,distilroberta-base,local,2,0.5,0,69,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,70,30.0
distilroberta-base,distilroberta-base,local,2,0.5,0,71,32.0
distilroberta-base,distilroberta-base,local,2,0.5,0,72,28.0
distilroberta-base,distilroberta-base,local,2,0.5,0,73,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,74,30.0
distilroberta-base,distilroberta-base,local,2,0.5,0,75,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,76,26.0
distilroberta-base,distilroberta-base,local,2,0.5,0,77,26.0
distilroberta-base,distilroberta-base,local,2,0.5,0,78,29.0
distilroberta-base,distilroberta-base,local,2,0.5,0,79,28.0
distilroberta-base,distilroberta-base,local,2,0.5,0,80,26.0
distilroberta-base,distilroberta-base,local,2,0.5,0,81,28.0
distilroberta-base,distilroberta-base,local,2,0.5,0,82,28.0
distilroberta-base,distilroberta-base,local,2,0.5,0,83,25.0
distilroberta-base,distilroberta-base,local,2,0.5,0,84,29.0
distilroberta-base,distilroberta-base,local,2,0.5,0,85,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,86,35.0
distilroberta-base,distilroberta-base,local,2,0.5,0,87,29.0
distilroberta-base,distilroberta-base,local,2,0.5,0,88,30.0
distilroberta-base,distilroberta-base,local,2,0.5,0,89,34.0
distilroberta-base,distilroberta-base,local,2,0.5,0,90,33.0
distilroberta-base,distilroberta-base,local,2,0.5,0,91,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,92,27.0
distilroberta-base,distilroberta-base,local,2,0.5,0,93,28.0
distilroberta-base,distilroberta-base,local,2,0.5,0,94,30.0
distilroberta-base,distilroberta-base,local,2,0.5,0,95,28.0
distilroberta-base,distilroberta-base,local,2,0.5,0,96,31.0
distilroberta-base,distilroberta-base,local,2,0.5,0,97,33.0
distilroberta-base,distilroberta-base,local,2,0.5,0,98,33.0
distilroberta-base,distilroberta-base,local,2,0.5,0,99,32.0
distilroberta-base,distilroberta-base,local,2,0.5,0,100,34.0
distilroberta-base,distilroberta-base,local,2,0.5,1,0,1.0
distilroberta-base,distilroberta-base,local,2,0.5,1,1,6.0
distilroberta-base,distilroberta-base,local,2,0.5,1,2,13.0
distilroberta-base,distilroberta-base,local,2,0.5,1,3,20.0
distilroberta-base,distilroberta-base,local,2,0.5,1,4,29.0
distilroberta-base,distilroberta-base,local,2,0.5,1,5,33.0
distilroberta-base,distilroberta-base,local,2,0.5,1,6,31.0
distilroberta-base,distilroberta-base,local,2,0.5,1,7,32.0
distilroberta-base,distilroberta-base,local,2,0.5,1,8,30.0
distilroberta-base,distilroberta-base,local,2,0.5,1,9,30.0
distilroberta-base,distilroberta-base,local,2,0.5,1,10,33.0
distilroberta-base,distilroberta-base,local,2,0.5,1,11,33.0
distilroberta-base,distilroberta-base,local,2,0.5,1,12,34.0
distilroberta-base,distilroberta-base,local,2,0.5,1,13,35.0
distilroberta-base,distilroberta-base,local,2,0.5,1,14,26.0
distilroberta-base,distilroberta-base,local,2,0.5,1,15,32.0
distilroberta-base,distilroberta-base,local,2,0.5,1,16,37.0
distilroberta-base,distilroberta-base,local,2,0.5,1,17,35.0
distilroberta-base,distilroberta-base,local,2,0.5,1,18,37.0
distilroberta-base,distilroberta-base,local,2,0.5,1,19,38.0
distilroberta-base,distilroberta-base,local,2,0.5,1,20,36.0
distilroberta-base,distilroberta-base,local,2,0.5,1,21,34.0
distilroberta-base,distilroberta-base,local,2,0.5,1,22,38.0
distilroberta-base,distilroberta-base,local,2,0.5,1,23,36.0
distilroberta-base,distilroberta-base,local,2,0.5,1,24,32.0
distilroberta-base,distilroberta-base,local,2,0.5,1,25,34.0
distilroberta-base,distilroberta-base,local,2,0.5,1,26,33.0
distilroberta-base,distilroberta-base,local,2,0.5,1,27,34.0
distilroberta-base,distilroberta-base,local,2,0.5,1,28,35.0
distilroberta-base,distilroberta-base,local,2,0.5,1,29,37.0
distilroberta-base,distilroberta-base,local,2,0.5,1,30,36.0
distilroberta-base,distilroberta-base,local,2,0.5,1,31,34.0
distilroberta-base,distilroberta-base,local,2,0.5,1,32,34.0
distilroberta-base,distilroberta-base,local,2,0.5,1,33,35.0
distilroberta-base,distilroberta-base,local,2,0.5,1,34,37.0
distilroberta-base,distilroberta-base,local,2,0.5,1,35,34.0
distilroberta-base,distilroberta-base,local,2,0.5,1,36,30.0
distilroberta-base,distilroberta-base,local,2,0.5,1,37,33.0
distilroberta-base,distilroberta-base,local,2,0.5,1,38,34.0
distilroberta-base,distilroberta-base,local,2,0.5,1,39,33.0
distilroberta-base,distilroberta-base,local,2,0.5,1,40,31.0
distilroberta-base,distilroberta-base,local,2,0.5,1,41,32.0
distilroberta-base,distilroberta-base,local,2,0.5,1,42,33.0
distilroberta-base,distilroberta-base,local,2,0.5,1,43,30.0
distilroberta-base,distilroberta-base,local,2,0.5,1,44,32.0
distilroberta-base,distilroberta-base,local,2,0.5,1,45,35.0
distilroberta-base,distilroberta-base,local,2,0.5,1,46,36.0
distilroberta-base,distilroberta-base,local,2,0.5,1,47,34.0
distilroberta-base,distilroberta-base,local,2,0.5,1,48,28.0
distilroberta-base,distilroberta-base,local,2,0.5,1,49,28.0
distilroberta-base,distilroberta-base,local,2,0.5,1,50,30.0
distilroberta-base,distilroberta-base,local,2,0.5,1,51,28.0
distilroberta-base,distilroberta-base,local,2,0.5,1,52,30.0
distilroberta-base,distilroberta-base,local,2,0.5,1,53,24.0
distilroberta-base,distilroberta-base,local,2,0.5,1,54,24.0
distilroberta-base,distilroberta-base,local,2,0.5,1,55,22.0
distilroberta-base,distilroberta-base,local,2,0.5,1,56,26.0
distilroberta-base,distilroberta-base,local,2,0.5,1,57,27.0
distilroberta-base,distilroberta-base,local,2,0.5,1,58,32.0
distilroberta-base,distilroberta-base,local,2,0.5,1,59,26.0
distilroberta-base,distilroberta-base,local,2,0.5,1,60,28.0
distilroberta-base,distilroberta-base,local,2,0.5,1,61,26.0
distilroberta-base,distilroberta-base,local,2,0.5,1,62,24.0
distilroberta-base,distilroberta-base,local,2,0.5,1,63,22.0
distilroberta-base,distilroberta-base,local,2,0.5,1,64,18.0
distilroberta-base,distilroberta-base,local,2,0.5,1,65,23.0
distilroberta-base,distilroberta-base,local,2,0.5,1,66,17.0
distilroberta-base,distilroberta-base,local,2,0.5,1,67,19.0
distilroberta-base,distilroberta-base,local,2,0.5,1,68,23.0
distilroberta-base,distilroberta-base,local,2,0.5,1,69,16.0
distilroberta-base,distilroberta-base,local,2,0.5,1,70,17.0
distilroberta-base,distilroberta-base,local,2,0.5,1,71,19.0
distilroberta-base,distilroberta-base,local,2,0.5,1,72,20.0
distilroberta-base,distilroberta-base,local,2,0.5,1,73,22.0
distilroberta-base,distilroberta-base,local,2,0.5,1,74,21.0
distilroberta-base,distilroberta-base,local,2,0.5,1,75,23.0
distilroberta-base,distilroberta-base,local,2,0.5,1,76,18.0
distilroberta-base,distilroberta-base,local,2,0.5,1,77,19.0
distilroberta-base,distilroberta-base,local,2,0.5,1,78,20.0
distilroberta-base,distilroberta-base,local,2,0.5,1,79,20.0
distilroberta-base,distilroberta-base,local,2,0.5,1,80,21.0
distilroberta-base,distilroberta-base,local,2,0.5,1,81,17.0
distilroberta-base,distilroberta-base,local,2,0.5,1,82,13.0
distilroberta-base,distilroberta-base,local,2,0.5,1,83,12.0
distilroberta-base,distilroberta-base,local,2,0.5,1,84,15.0
distilroberta-base,distilroberta-base,local,2,0.5,1,85,16.0
distilroberta-base,distilroberta-base,local,2,0.5,1,86,13.0
distilroberta-base,distilroberta-base,local,2,0.5,1,87,11.0
distilroberta-base,distilroberta-base,local,2,0.5,1,88,14.0
distilroberta-base,distilroberta-base,local,2,0.5,1,89,19.0
distilroberta-base,distilroberta-base,local,2,0.5,1,90,22.0
distilroberta-base,distilroberta-base,local,2,0.5,1,91,23.0
distilroberta-base,distilroberta-base,local,2,0.5,1,92,25.0
distilroberta-base,distilroberta-base,local,2,0.5,1,93,24.0
distilroberta-base,distilroberta-base,local,2,0.5,1,94,19.0
distilroberta-base,distilroberta-base,local,2,0.5,1,95,18.0
distilroberta-base,distilroberta-base,local,2,0.5,1,96,21.0
distilroberta-base,distilroberta-base,local,2,0.5,1,97,19.0
distilroberta-base,distilroberta-base,local,2,0.5,1,98,21.0
distilroberta-base,distilroberta-base,local,2,0.5,1,99,19.0
distilroberta-base,distilroberta-base,local,2,0.5,1,100,21.0
distilroberta-base,distilroberta-base,local,2,0.5,2,0,1.0
distilroberta-base,distilroberta-base,local,2,0.5,2,1,2.0
distilroberta-base,distilroberta-base,local,2,0.5,2,2,3.0
distilroberta-base,distilroberta-base,local,2,0.5,2,3,2.0
distilroberta-base,distilroberta-base,local,2,0.5,2,4,4.0
distilroberta-base,distilroberta-base,local,2,0.5,2,5,6.0
distilroberta-base,distilroberta-base,local,2,0.5,2,6,7.0
distilroberta-base,distilroberta-base,local,2,0.5,2,7,5.0
distilroberta-base,distilroberta-base,local,2,0.5,2,8,4.0
distilroberta-base,distilroberta-base,local,2,0.5,2,9,8.0
distilroberta-base,distilroberta-base,local,2,0.5,2,10,8.0
distilroberta-base,distilroberta-base,local,2,0.5,2,11,10.0
distilroberta-base,distilroberta-base,local,2,0.5,2,12,12.0
distilroberta-base,distilroberta-base,local,2,0.5,2,13,12.0
distilroberta-base,distilroberta-base,local,2,0.5,2,14,12.0
distilroberta-base,distilroberta-base,local,2,0.5,2,15,13.0
distilroberta-base,distilroberta-base,local,2,0.5,2,16,12.0
distilroberta-base,distilroberta-base,local,2,0.5,2,17,16.0
distilroberta-base,distilroberta-base,local,2,0.5,2,18,20.0
distilroberta-base,distilroberta-base,local,2,0.5,2,19,24.0
distilroberta-base,distilroberta-base,local,2,0.5,2,20,24.0
distilroberta-base,distilroberta-base,local,2,0.5,2,21,28.0
distilroberta-base,distilroberta-base,local,2,0.5,2,22,26.0
distilroberta-base,distilroberta-base,local,2,0.5,2,23,31.0
distilroberta-base,distilroberta-base,local,2,0.5,2,24,31.0
distilroberta-base,distilroberta-base,local,2,0.5,2,25,28.0
distilroberta-base,distilroberta-base,local,2,0.5,2,26,25.0
distilroberta-base,distilroberta-base,local,2,0.5,2,27,27.0
distilroberta-base,distilroberta-base,local,2,0.5,2,28,27.0
distilroberta-base,distilroberta-base,local,2,0.5,2,29,30.0
distilroberta-base,distilroberta-base,local,2,0.5,2,30,30.0
distilroberta-base,distilroberta-base,local,2,0.5,2,31,31.0
distilroberta-base,distilroberta-base,local,2,0.5,2,32,33.0
distilroberta-base,distilroberta-base,local,2,0.5,2,33,31.0
distilroberta-base,distilroberta-base,local,2,0.5,2,34,31.0
distilroberta-base,distilroberta-base,local,2,0.5,2,35,32.0
distilroberta-base,distilroberta-base,local,2,0.5,2,36,31.0
distilroberta-base,distilroberta-base,local,2,0.5,2,37,28.0
distilroberta-base,distilroberta-base,local,2,0.5,2,38,30.0
distilroberta-base,distilroberta-base,local,2,0.5,2,39,28.0
distilroberta-base,distilroberta-base,local,2,0.5,2,40,31.0
distilroberta-base,distilroberta-base,local,2,0.5,2,41,32.0
distilroberta-base,distilroberta-base,local,2,0.5,2,42,32.0
distilroberta-base,distilroberta-base,local,2,0.5,2,43,34.0
distilroberta-base,distilroberta-base,local,2,0.5,2,44,35.0
distilroberta-base,distilroberta-base,local,2,0.5,2,45,37.0
distilroberta-base,distilroberta-base,local,2,0.5,2,46,34.0
distilroberta-base,distilroberta-base,local,2,0.5,2,47,33.0
distilroberta-base,distilroberta-base,local,2,0.5,2,48,33.0
distilroberta-base,distilroberta-base,local,2,0.5,2,49,30.0
distilroberta-base,distilroberta-base,local,2,0.5,2,50,30.0
distilroberta-base,distilroberta-base,local,2,0.5,2,51,28.0
distilroberta-base,distilroberta-base,local,2,0.5,2,52,28.0
distilroberta-base,distilroberta-base,local,2,0.5,2,53,30.0
distilroberta-base,distilroberta-base,local,2,0.5,2,54,31.0
distilroberta-base,distilroberta-base,local,2,0.5,2,55,28.0
distilroberta-base,distilroberta-base,local,2,0.5,2,56,32.0
distilroberta-base,distilroberta-base,local,2,0.5,2,57,29.0
distilroberta-base,distilroberta-base,local,2,0.5,2,58,29.0
distilroberta-base,distilroberta-base,local,2,0.5,2,59,29.0
distilroberta-base,distilroberta-base,local,2,0.5,2,60,28.0
distilroberta-base,distilroberta-base,local,2,0.5,2,61,31.0
distilroberta-base,distilroberta-base,local,2,0.5,2,62,33.0
distilroberta-base,distilroberta-base,local,2,0.5,2,63,35.0
distilroberta-base,distilroberta-base,local,2,0.5,2,64,31.0
distilroberta-base,distilroberta-base,local,2,0.5,2,65,32.0
distilroberta-base,distilroberta-base,local,2,0.5,2,66,33.0
distilroberta-base,distilroberta-base,local,2,0.5,2,67,34.0
distilroberta-base,distilroberta-base,local,2,0.5,2,68,27.0
distilroberta-base,distilroberta-base,local,2,0.5,2,69,28.0
distilroberta-base,distilroberta-base,local,2,0.5,2,70,33.0
distilroberta-base,distilroberta-base,local,2,0.5,2,71,29.0
distilroberta-base,distilroberta-base,local,2,0.5,2,72,31.0
distilroberta-base,distilroberta-base,local,2,0.5,2,73,31.0
distilroberta-base,distilroberta-base,local,2,0.5,2,74,29.0
distilroberta-base,distilroberta-base,local,2,0.5,2,75,26.0
distilroberta-base,distilroberta-base,local,2,0.5,2,76,25.0
distilroberta-base,distilroberta-base,local,2,0.5,2,77,30.0
distilroberta-base,distilroberta-base,local,2,0.5,2,78,32.0
distilroberta-base,distilroberta-base,local,2,0.5,2,79,34.0
distilroberta-base,distilroberta-base,local,2,0.5,2,80,29.0
distilroberta-base,distilroberta-base,local,2,0.5,2,81,32.0
distilroberta-base,distilroberta-base,local,2,0.5,2,82,34.0
distilroberta-base,distilroberta-base,local,2,0.5,2,83,33.0
distilroberta-base,distilroberta-base,local,2,0.5,2,84,32.0
distilroberta-base,distilroberta-base,local,2,0.5,2,85,30.0
distilroberta-base,distilroberta-base,local,2,0.5,2,86,30.0
distilroberta-base,distilroberta-base,local,2,0.5,2,87,29.0
distilroberta-base,distilroberta-base,local,2,0.5,2,88,33.0
distilroberta-base,distilroberta-base,local,2,0.5,2,89,28.0
distilroberta-base,distilroberta-base,local,2,0.5,2,90,31.0
distilroberta-base,distilroberta-base,local,2,0.5,2,91,30.0
distilroberta-base,distilroberta-base,local,2,0.5,2,92,31.0
distilroberta-base,distilroberta-base,local,2,0.5,2,93,30.0
distilroberta-base,distilroberta-base,local,2,0.5,2,94,28.0
distilroberta-base,distilroberta-base,local,2,0.5,2,95,30.0
distilroberta-base,distilroberta-base,local,2,0.5,2,96,33.0
distilroberta-base,distilroberta-base,local,2,0.5,2,97,34.0
distilroberta-base,distilroberta-base,local,2,0.5,2,98,31.0
distilroberta-base,distilroberta-base,local,2,0.5,2,99,36.0
distilroberta-base,distilroberta-base,local,2,0.5,2,100,35.0
distilroberta-base,distilroberta-base,local,2,0.5,3,0,1.0
distilroberta-base,distilroberta-base,local,2,0.5,3,1,1.0
distilroberta-base,distilroberta-base,local,2,0.5,3,2,1.0
distilroberta-base,distilroberta-base,local,2,0.5,3,3,1.0
distilroberta-base,distilroberta-base,local,2,0.5,3,4,3.0
distilroberta-base,distilroberta-base,local,2,0.5,3,5,3.0
distilroberta-base,distilroberta-base,local,2,0.5,3,6,6.0
distilroberta-base,distilroberta-base,local,2,0.5,3,7,8.0
distilroberta-base,distilroberta-base,local,2,0.5,3,8,5.0
distilroberta-base,distilroberta-base,local,2,0.5,3,9,3.0
distilroberta-base,distilroberta-base,local,2,0.5,3,10,4.0
distilroberta-base,distilroberta-base,local,2,0.5,3,11,5.0
distilroberta-base,distilroberta-base,local,2,0.5,3,12,3.0
distilroberta-base,distilroberta-base,local,2,0.5,3,13,3.0
distilroberta-base,distilroberta-base,local,2,0.5,3,14,5.0
distilroberta-base,distilroberta-base,local,2,0.5,3,15,6.0
distilroberta-base,distilroberta-base,local,2,0.5,3,16,5.0
distilroberta-base,distilroberta-base,local,2,0.5,3,17,3.0
distilroberta-base,distilroberta-base,local,2,0.5,3,18,4.0
distilroberta-base,distilroberta-base,local,2,0.5,3,19,7.0
distilroberta-base,distilroberta-base,local,2,0.5,3,20,7.0
distilroberta-base,distilroberta-base,local,2,0.5,3,21,6.0
distilroberta-base,distilroberta-base,local,2,0.5,3,22,7.0
distilroberta-base,distilroberta-base,local,2,0.5,3,23,8.0
distilroberta-base,distilroberta-base,local,2,0.5,3,24,10.0
distilroberta-base,distilroberta-base,local,2,0.5,3,25,10.0
distilroberta-base,distilroberta-base,local,2,0.5,3,26,13.0
distilroberta-base,distilroberta-base,local,2,0.5,3,27,14.0
distilroberta-base,distilroberta-base,local,2,0.5,3,28,14.0
distilroberta-base,distilroberta-base,local,2,0.5,3,29,13.0
distilroberta-base,distilroberta-base,local,2,0.5,3,30,15.0
distilroberta-base,distilroberta-base,local,2,0.5,3,31,15.0
distilroberta-base,distilroberta-base,local,2,0.5,3,32,15.0
distilroberta-base,distilroberta-base,local,2,0.5,3,33,16.0
distilroberta-base,distilroberta-base,local,2,0.5,3,34,17.0
distilroberta-base,distilroberta-base,local,2,0.5,3,35,18.0
distilroberta-base,distilroberta-base,local,2,0.5,3,36,19.0
distilroberta-base,distilroberta-base,local,2,0.5,3,37,21.0
distilroberta-base,distilroberta-base,local,2,0.5,3,38,21.0
distilroberta-base,distilroberta-base,local,2,0.5,3,39,19.0
distilroberta-base,distilroberta-base,local,2,0.5,3,40,22.0
distilroberta-base,distilroberta-base,local,2,0.5,3,41,22.0
distilroberta-base,distilroberta-base,local,2,0.5,3,42,22.0
distilroberta-base,distilroberta-base,local,2,0.5,3,43,22.0
distilroberta-base,distilroberta-base,local,2,0.5,3,44,23.0
distilroberta-base,distilroberta-base,local,2,0.5,3,45,23.0
distilroberta-base,distilroberta-base,local,2,0.5,3,46,25.0
distilroberta-base,distilroberta-base,local,2,0.5,3,47,26.0
distilroberta-base,distilroberta-base,local,2,0.5,3,48,25.0
distilroberta-base,distilroberta-base,local,2,0.5,3,49,25.0
distilroberta-base,distilroberta-base,local,2,0.5,3,50,22.0
distilroberta-base,distilroberta-base,local,2,0.5,3,51,22.0
distilroberta-base,distilroberta-base,local,2,0.5,3,52,23.0
distilroberta-base,distilroberta-base,local,2,0.5,3,53,25.0
distilroberta-base,distilroberta-base,local,2,0.5,3,54,25.0
distilroberta-base,distilroberta-base,local,2,0.5,3,55,26.0
distilroberta-base,distilroberta-base,local,2,0.5,3,56,22.0
distilroberta-base,distilroberta-base,local,2,0.5,3,57,22.0
distilroberta-base,distilroberta-base,local,2,0.5,3,58,24.0
distilroberta-base,distilroberta-base,local,2,0.5,3,59,25.0
distilroberta-base,distilroberta-base,local,2,0.5,3,60,28.0
distilroberta-base,distilroberta-base,local,2,0.5,3,61,25.0
distilroberta-base,distilroberta-base,local,2,0.5,3,62,26.0
distilroberta-base,distilroberta-base,local,2,0.5,3,63,25.0
distilroberta-base,distilroberta-base,local,2,0.5,3,64,23.0
distilroberta-base,distilroberta-base,local,2,0.5,3,65,22.0
distilroberta-base,distilroberta-base,local,2,0.5,3,66,27.0
distilroberta-base,distilroberta-base,local,2,0.5,3,67,25.0
distilroberta-base,distilroberta-base,local,2,0.5,3,68,28.0
distilroberta-base,distilroberta-base,local,2,0.5,3,69,27.0
distilroberta-base,distilroberta-base,local,2,0.5,3,70,25.0
distilroberta-base,distilroberta-base,local,2,0.5,3,71,26.0
distilroberta-base,distilroberta-base,local,2,0.5,3,72,22.0
distilroberta-base,distilroberta-base,local,2,0.5,3,73,23.0
distilroberta-base,distilroberta-base,local,2,0.5,3,74,23.0
distilroberta-base,distilroberta-base,local,2,0.5,3,75,26.0
distilroberta-base,distilroberta-base,local,2,0.5,3,76,26.0
distilroberta-base,distilroberta-base,local,2,0.5,3,77,24.0
distilroberta-base,distilroberta-base,local,2,0.5,3,78,25.0
distilroberta-base,distilroberta-base,local,2,0.5,3,79,20.0
distilroberta-base,distilroberta-base,local,2,0.5,3,80,24.0
distilroberta-base,distilroberta-base,local,2,0.5,3,81,27.0
distilroberta-base,distilroberta-base,local,2,0.5,3,82,20.0
distilroberta-base,distilroberta-base,local,2,0.5,3,83,22.0
distilroberta-base,distilroberta-base,local,2,0.5,3,84,23.0
distilroberta-base,distilroberta-base,local,2,0.5,3,85,23.0
distilroberta-base,distilroberta-base,local,2,0.5,3,86,24.0
distilroberta-base,distilroberta-base,local,2,0.5,3,87,24.0
distilroberta-base,distilroberta-base,local,2,0.5,3,88,27.0
distilroberta-base,distilroberta-base,local,2,0.5,3,89,24.0
distilroberta-base,distilroberta-base,local,2,0.5,3,90,24.0
distilroberta-base,distilroberta-base,local,2,0.5,3,91,25.0
distilroberta-base,distilroberta-base,local,2,0.5,3,92,26.0
distilroberta-base,distilroberta-base,local,2,0.5,3,93,29.0
distilroberta-base,distilroberta-base,local,2,0.5,3,94,26.0
distilroberta-base,distilroberta-base,local,2,0.5,3,95,24.0
distilroberta-base,distilroberta-base,local,2,0.5,3,96,26.0
distilroberta-base,distilroberta-base,local,2,0.5,3,97,24.0
distilroberta-base,distilroberta-base,local,2,0.5,3,98,27.0
distilroberta-base,distilroberta-base,local,2,0.5,3,99,27.0
distilroberta-base,distilroberta-base,local,2,0.5,3,100,27.0
distilroberta-base,distilroberta-base,local,2,0.5,4,0,1.0
distilroberta-base,distilroberta-base,local,2,0.5,4,1,1.0
distilroberta-base,distilroberta-base,local,2,0.5,4,2,1.0
distilroberta-base,distilroberta-base,local,2,0.5,4,3,1.0
distilroberta-base,distilroberta-base,local,2,0.5,4,4,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,5,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,6,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,7,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,8,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,9,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,10,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,11,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,12,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,13,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,14,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,15,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,16,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,17,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,18,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,19,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,20,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,21,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,22,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,23,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,24,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,25,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,26,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,27,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,28,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,29,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,30,0.0
distilroberta-base,distilroberta-base,local,2,0.5,4,31,0.0
